comment_id,date,video_title,country_inferred,group,phase,language,text,english_translation,vader_compound,sentiment_3class,likes
yt_012184,2026-03-13,بحران تنگه هرمز — توضیح کامل,Afghanistan,Oil-Dependent,ACUTE,fa,قیمت نفت دوباره بالا رفت. بازارها در حال تطبیق هستند.,Oil prices went up again. Markets are adjusting.,0.0,neutral,14
yt_012185,2026-03-13,بحران تنگه هرمز — توضیح کامل,Afghanistan,Oil-Dependent,ACUTE,fa,قیمت نفت دوباره بالا رفت. بازارها در حال تطبیق هستند.,Oil prices went up again. Markets are adjusting.,0.0,neutral,0
yt_012186,2026-03-13,بحران انرژی ۲۰۲۶ — آخرین اخبار,Afghanistan,Oil-Dependent,ACUTE,fa,بچه‌ها گرسنه‌ان و ما پول نداریم. این عدالت نیست.,Children are hungry and we have no money. This is not justice.,-0.6093,negative,19
yt_012187,2026-03-13,افزایش قیمت نفت — تاثیر بر زندگی مردم,Afghanistan,Oil-Dependent,ACUTE,fa,جامعه داره برای کاهش مصرف سوخت همکاری می‌کنه.,Community coming together to reduce fuel consumption.,0.0,neutral,4
yt_012188,2026-03-13,Will Gas Prices Ever Come Down?,Afghanistan,Oil-Dependent,ACUTE,fa,هر روز یه افزایش قیمت جدید. کی تمام میشه؟,Every day a new price increase. When will it end?,0.3182,positive,4
yt_012189,2026-03-14,Energy Crisis 2026: The Full Story,Japan,Oil-Dependent,ACUTE,en,The geopolitical dynamics of the strait are complex.,,0.2732,positive,14
yt_012190,2026-03-14,Strait of Hormuz Crisis Explained,Japan,Oil-Dependent,ACUTE,en,Fuel lines everywhere. This is getting really scary.,,-0.5413,negative,6
yt_012191,2026-03-14,Will Gas Prices Ever Come Down?,Japan,Oil-Dependent,ACUTE,en,Interesting to see which countries prepared better for energy shocks.,,0.7184,positive,1
yt_012192,2026-03-14,Will Gas Prices Ever Come Down?,Japan,Oil-Dependent,ACUTE,en,Oil prices up again. Markets adjusting to the new reality.,,0.0,neutral,5
yt_012193,2026-03-14,Energy Crisis 2026: The Full Story,Japan,Oil-Dependent,ACUTE,en,The naval operations in Hormuz are an unprecedented situation.,,0.0,neutral,369
yt_012194,2026-03-14,Iran War Update: Day 14,Japan,Oil-Dependent,ACUTE,en,Small businesses closing left and right because they can't afford energy costs.,,-0.2057,negative,0
yt_012195,2026-03-14,Iran War Update: Day 14,Japan,Oil-Dependent,ACUTE,en,Lost my job because the factory can't afford fuel. Thanks geopolitics.,,-0.5727,negative,3
yt_012196,2026-03-14,بحران تنگه هرمز — توضیح کامل,Japan,Oil-Dependent,ACUTE,en,Our energy independence strategy is paying off during this crisis.,,-0.5824,negative,3
yt_012197,2026-03-14,Energy Crisis 2026: The Full Story,Japan,Oil-Dependent,ACUTE,en,Watching the oil crisis unfold is terrifying. We depend on those imports.,,-0.8316,negative,0
yt_012198,2026-03-14,بحران تنگه هرمز — توضیح کامل,Japan,Oil-Dependent,ACUTE,en,Comparing how different regions are affected by the energy disruption.,,-0.25,negative,9
yt_012199,2026-03-14,بحران تنگه هرمز — توضیح کامل,Japan,Oil-Dependent,ACUTE,en,The crisis is accelerating our transition away from fossil fuels.,,-0.6249,negative,1
yt_012200,2026-03-14,Iran War Update: Day 14,Japan,Oil-Dependent,ACUTE,en,Fuel lines everywhere. This is getting really scary.,,-0.5413,negative,11
yt_012201,2026-03-14,Energy Crisis 2026: The Full Story,Japan,Oil-Dependent,ACUTE,en,I've never felt this anxious about the future. The crisis feels endless.,,-0.7469,negative,29
yt_012202,2026-03-14,Strait of Hormuz Crisis Explained,Japan,Oil-Dependent,ACUTE,en,Small businesses closing left and right because they can't afford energy costs.,,-0.2057,negative,15
yt_012203,2026-03-14,Oil Prices SURGE - What It Means For You,Japan,Oil-Dependent,ACUTE,en,The geopolitical dynamics of the strait are complex.,,0.2732,positive,2
yt_012204,2026-03-14,Oil Prices SURGE - What It Means For You,Japan,Oil-Dependent,ACUTE,en,Tracking fuel prices daily now. Still within our reserves capacity.,,0.0,neutral,9
yt_012205,2026-03-14,Will Gas Prices Ever Come Down?,Japan,Oil-Dependent,ACUTE,en,Interesting analysis of the Hormuz situation and oil flows.,,0.4019,positive,14
yt_012206,2026-03-14,Will Gas Prices Ever Come Down?,Japan,Oil-Dependent,ACUTE,en,Lost my job because the factory can't afford fuel. Thanks geopolitics.,,-0.5727,negative,11
yt_012207,2026-03-14,Energy Crisis 2026: The Full Story,Japan,Oil-Dependent,ACUTE,en,Interesting analysis of the Hormuz situation and oil flows.,,0.4019,positive,3
yt_012208,2026-03-14,Energy Crisis 2026: The Full Story,Japan,Oil-Dependent,ACUTE,en,Tracking fuel prices daily now. Still within our reserves capacity.,,0.0,neutral,24
yt_012209,2026-03-14,Will Gas Prices Ever Come Down?,Japan,Oil-Dependent,ACUTE,en,The economic fallout from Iran is going to take years to recover from.,,0.0,neutral,1
yt_012210,2026-03-14,بحران تنگه هرمز — توضیح کامل,Japan,Oil-Dependent,ACUTE,en,Gas prices are absolutely insane right now. Can't even afford to commute anymore.,,-0.4576,negative,2
yt_012211,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,Japan,Oil-Dependent,ACUTE,en,The shipping costs have made even basic goods unaffordable.,,0.0,neutral,13
yt_012212,2026-03-14,Strait of Hormuz Crisis Explained,Japan,Oil-Dependent,ACUTE,en,Can't believe how much petrol costs now. This war is hurting regular people the most.,,-0.8087,negative,2
yt_012213,2026-03-14,Strait of Hormuz Crisis Explained,Japan,Oil-Dependent,ACUTE,en,Our strategic petroleum reserve has about 90 days of supply left.,,0.0,neutral,0
yt_012214,2026-03-14,Oil Prices SURGE - What It Means For You,Japan,Oil-Dependent,ACUTE,en,The energy situation is evolving. Hard to predict what happens next.,,0.1779,positive,3
yt_012215,2026-03-14,بحران تنگه هرمز — توضیح کامل,Japan,Oil-Dependent,ACUTE,en,Oil prices dropped slightly today. Maybe the worst is behind us.,,-0.6249,negative,11
yt_012216,2026-03-14,Oil Prices SURGE - What It Means For You,Japan,Oil-Dependent,ACUTE,en,Reading about how different countries are handling the oil crisis.,,-0.6249,negative,1
yt_012217,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,Japan,Oil-Dependent,ACUTE,en,Carpooling apps seeing record downloads. People finding solutions together.,,0.1779,positive,1
yt_012218,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,Japan,Oil-Dependent,ACUTE,en,Local businesses adapting well to the energy challenges. Impressed.,,0.765,positive,0
yt_012219,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,Japan,Oil-Dependent,ACUTE,en,People are hoarding fuel. Fights breaking out at gas stations.,,-0.4019,negative,7
yt_012220,2026-03-14,بحران انرژی ۲۰۲۶ — آخرین اخبار,Japan,Oil-Dependent,ACUTE,en,Electric vehicle sales surging as people rethink fossil fuel dependency.,,0.0,neutral,5
yt_012221,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,Japan,Oil-Dependent,ACUTE,en,Comparing how different regions are affected by the energy disruption.,,-0.25,negative,1
yt_012222,2026-03-14,Oil Prices SURGE - What It Means For You,Japan,Oil-Dependent,ACUTE,en,Our government has no plan for this energy crisis. We're suffering.,,-0.792,negative,0
yt_012223,2026-03-14,Iran War Update: Day 14,Japan,Oil-Dependent,ACUTE,en,The diplomatic talks seem to be going nowhere fast.,,0.0,neutral,8
yt_012224,2026-03-14,Will Gas Prices Ever Come Down?,Japan,Oil-Dependent,ACUTE,en,Electricity bills tripled this month. This is unsustainable.,,0.0,neutral,4
yt_012225,2026-03-14,Iran War Update: Day 14,Japan,Oil-Dependent,ACUTE,en,Food prices spiking because of transport costs. How are families supposed to cope?,,0.0,neutral,41
yt_012226,2026-03-14,Strait of Hormuz Crisis Explained,Japan,Oil-Dependent,ACUTE,en,Food prices spiking because of transport costs. How are families supposed to cope?,,0.0,neutral,12
yt_012227,2026-03-14,Will Gas Prices Ever Come Down?,Japan,Oil-Dependent,ACUTE,en,Analysts are divided on how long this crisis will last.,,-0.7073,negative,1
yt_012228,2026-03-14,Strait of Hormuz Crisis Explained,Japan,Oil-Dependent,ACUTE,en,The Strait of Hormuz closure is a disaster for our country.,,-0.6249,negative,67
yt_012229,2026-03-14,Oil Prices SURGE - What It Means For You,Japan,Oil-Dependent,ACUTE,en,Our strategic petroleum reserve has about 90 days of supply left.,,0.0,neutral,6
yt_012230,2026-03-14,How the Hormuz Blockade Affects Japan,Japan,Oil-Dependent,ACUTE,en,The global oil disruption is hitting us harder than anyone admits.,,-0.0772,negative,14
yt_012231,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,Japan,Oil-Dependent,ACUTE,en,Gas prices are absolutely insane right now. Can't even afford to commute anymore.,,-0.4576,negative,2
yt_012232,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,Japan,Oil-Dependent,ACUTE,en,The diplomatic talks seem to be going nowhere fast.,,0.0,neutral,2
yt_012233,2026-03-14,How the Hormuz Blockade Affects Japan,Japan,Oil-Dependent,ACUTE,en,People are hoarding fuel. Fights breaking out at gas stations.,,-0.4019,negative,0
yt_012234,2026-03-14,بحران انرژی ۲۰۲۶ — آخرین اخبار,Japan,Oil-Dependent,ACUTE,en,People are hoarding fuel. Fights breaking out at gas stations.,,-0.4019,negative,1
yt_012235,2026-03-14,بحران تنگه هرمز — توضیح کامل,Japan,Oil-Dependent,ACUTE,en,Analysts are divided on how long this crisis will last.,,-0.7073,negative,12
yt_012236,2026-03-14,Energy Crisis 2026: The Full Story,Japan,Oil-Dependent,ACUTE,en,Oil prices up again. Markets adjusting to the new reality.,,0.0,neutral,16
yt_012237,2026-03-14,How the Hormuz Blockade Affects Japan,Japan,Oil-Dependent,ACUTE,en,Finally some good news - alternative supply routes being established.,,0.4404,positive,5
yt_012238,2026-03-14,Oil Prices SURGE - What It Means For You,Japan,Oil-Dependent,ACUTE,en,The global oil disruption is hitting us harder than anyone admits.,,-0.0772,negative,3
yt_012239,2026-03-14,Energy Crisis 2026: The Full Story,Japan,Oil-Dependent,ACUTE,en,The geopolitical dynamics of the strait are complex.,,0.2732,positive,2
yt_012240,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,Japan,Oil-Dependent,ACUTE,en,Oil prices dropped slightly today. Maybe the worst is behind us.,,-0.6249,negative,1
yt_012241,2026-03-14,Iran War Update: Day 14,Japan,Oil-Dependent,ACUTE,en,The shipping costs have made even basic goods unaffordable.,,0.0,neutral,0
yt_012242,2026-03-14,بحران تنگه هرمز — توضیح کامل,Japan,Oil-Dependent,ACUTE,en,The crisis is accelerating our transition away from fossil fuels.,,-0.6249,negative,6
yt_012243,2026-03-14,Will Gas Prices Ever Come Down?,Japan,Oil-Dependent,ACUTE,en,People are hoarding fuel. Fights breaking out at gas stations.,,-0.4019,negative,4
yt_012244,2026-03-14,Iran War Update: Day 14,Japan,Oil-Dependent,ACUTE,en,Interesting to see which countries prepared better for energy shocks.,,0.7184,positive,3
yt_012245,2026-03-14,بحران تنگه هرمز — توضیح کامل,Japan,Oil-Dependent,ACUTE,en,Our strategic petroleum reserve has about 90 days of supply left.,,0.0,neutral,1
yt_012246,2026-03-14,Will Gas Prices Ever Come Down?,Japan,Oil-Dependent,ACUTE,en,OPEC meeting tomorrow to discuss production increases.,,0.0,neutral,11
yt_012247,2026-03-14,Energy Crisis 2026: The Full Story,Japan,Oil-Dependent,ACUTE,en,Analysts are divided on how long this crisis will last.,,-0.7073,negative,4
yt_012248,2026-03-14,Energy Crisis 2026: The Full Story,Japan,Oil-Dependent,ACUTE,en,The naval operations in Hormuz are an unprecedented situation.,,0.0,neutral,0
yt_012249,2026-03-14,Oil Prices SURGE - What It Means For You,Japan,Oil-Dependent,ACUTE,en,The global oil disruption is hitting us harder than anyone admits.,,-0.0772,negative,47
yt_012250,2026-03-14,Will Gas Prices Ever Come Down?,Japan,Oil-Dependent,ACUTE,en,New wind farm just came online. Every bit of alternative energy helps.,,0.5719,positive,1
yt_012251,2026-03-14,Strait of Hormuz Crisis Explained,Japan,Oil-Dependent,ACUTE,en,The geopolitical dynamics of the strait are complex.,,0.2732,positive,0
yt_012252,2026-03-14,Will Gas Prices Ever Come Down?,Japan,Oil-Dependent,ACUTE,en,The geopolitical dynamics of the strait are complex.,,0.2732,positive,2
yt_012253,2026-03-14,Iran War Update: Day 14,Japan,Oil-Dependent,ACUTE,en,The global oil disruption is hitting us harder than anyone admits.,,-0.0772,negative,2
yt_012254,2026-03-14,بحران انرژی ۲۰۲۶ — آخرین اخبار,Japan,Oil-Dependent,ACUTE,en,The shipping costs have made even basic goods unaffordable.,,0.0,neutral,2
yt_012255,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,Japan,Oil-Dependent,ACUTE,en,This Hormuz crisis is destroying our economy. People are panicking.,,-0.891,negative,12
yt_012256,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,Japan,Oil-Dependent,ACUTE,en,Our energy independence strategy is paying off during this crisis.,,-0.5824,negative,0
yt_012257,2026-03-14,Will Gas Prices Ever Come Down?,Japan,Oil-Dependent,ACUTE,en,My savings are gone. Everything costs more and my pay hasn't changed.,,-0.1689,negative,43
yt_012258,2026-03-14,How the Hormuz Blockade Affects Japan,Japan,Oil-Dependent,ACUTE,en,Comparing how different regions are affected by the energy disruption.,,-0.25,negative,2
yt_012259,2026-03-14,Oil Prices SURGE - What It Means For You,Japan,Oil-Dependent,ACUTE,en,OPEC meeting tomorrow to discuss production increases.,,0.0,neutral,13
yt_012260,2026-03-14,Strait of Hormuz Crisis Explained,Japan,Oil-Dependent,ACUTE,en,Fuel lines everywhere. This is getting really scary.,,-0.5413,negative,1
yt_012261,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,Japan,Oil-Dependent,ACUTE,en,The oil blockade is going to wreck everything. Prices already doubled.,,-0.4404,negative,8
yt_012262,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,Japan,Oil-Dependent,ACUTE,en,People are hoarding fuel. Fights breaking out at gas stations.,,-0.4019,negative,0
yt_012263,2026-03-14,بحران تنگه هرمز — توضیح کامل,Japan,Oil-Dependent,ACUTE,en,International aid packages starting to arrive for worst-affected nations.,,0.0,neutral,0
yt_012264,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,Japan,Oil-Dependent,ACUTE,en,I've never felt this anxious about the future. The crisis feels endless.,,-0.7469,negative,23
yt_012265,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,Japan,Oil-Dependent,ACUTE,en,People are hoarding fuel. Fights breaking out at gas stations.,,-0.4019,negative,1
yt_012266,2026-03-14,Energy Crisis 2026: The Full Story,Japan,Oil-Dependent,ACUTE,en,Reading about how different countries are handling the oil crisis.,,-0.6249,negative,89
yt_012267,2026-03-14,How the Hormuz Blockade Affects Japan,Japan,Oil-Dependent,ACUTE,en,The naval operations in Hormuz are an unprecedented situation.,,0.0,neutral,5
yt_012268,2026-03-14,Will Gas Prices Ever Come Down?,Japan,Oil-Dependent,ACUTE,en,The naval operations in Hormuz are an unprecedented situation.,,0.0,neutral,3
yt_012269,2026-03-14,بحران انرژی ۲۰۲۶ — آخرین اخبار,Japan,Oil-Dependent,ACUTE,en,The shipping costs have made even basic goods unaffordable.,,0.0,neutral,3
yt_012270,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,India,Oil-Dependent,ACUTE,en,This Hormuz crisis is destroying our economy. People are panicking.,,-0.891,negative,0
yt_012271,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,India,Oil-Dependent,ACUTE,en,The community solidarity during this crisis has been really heartwarming.,,0.1263,positive,60
yt_012272,2026-03-14,Strait of Hormuz Crisis Explained,India,Oil-Dependent,ACUTE,en,The naval operations in Hormuz are an unprecedented situation.,,0.0,neutral,7
yt_012273,2026-03-14,Iran War Update: Day 14,India,Oil-Dependent,ACUTE,en,OPEC meeting tomorrow to discuss production increases.,,0.0,neutral,0
yt_012274,2026-03-14,بحران انرژی ۲۰۲۶ — آخرین اخبار,India,Oil-Dependent,ACUTE,en,The shipping costs have made even basic goods unaffordable.,,0.0,neutral,2
yt_012275,2026-03-14,Energy Crisis 2026: The Full Story,India,Oil-Dependent,ACUTE,en,Parents choosing between heating and eating. That's where we are now.,,0.0,neutral,0
yt_012276,2026-03-14,How the Hormuz Blockade Affects India,India,Oil-Dependent,ACUTE,en,I've never felt this anxious about the future. The crisis feels endless.,,-0.7469,negative,19
yt_012277,2026-03-14,Will Gas Prices Ever Come Down?,India,Oil-Dependent,ACUTE,en,The global oil disruption is hitting us harder than anyone admits.,,-0.0772,negative,4
yt_012278,2026-03-14,Strait of Hormuz Crisis Explained,India,Oil-Dependent,ACUTE,en,Fuel lines everywhere. This is getting really scary.,,-0.5413,negative,10
yt_012279,2026-03-14,Oil Prices SURGE - What It Means For You,India,Oil-Dependent,ACUTE,en,Community coming together to share rides and reduce fuel consumption.,,0.296,positive,8
yt_012280,2026-03-14,Iran War Update: Day 14,India,Oil-Dependent,ACUTE,en,The diplomatic talks seem to be going nowhere fast.,,0.0,neutral,2
yt_012281,2026-03-14,بحران تنگه هرمز — توضیح کامل,India,Oil-Dependent,ACUTE,en,Finally some good news - alternative supply routes being established.,,0.4404,positive,4
yt_012282,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,India,Oil-Dependent,ACUTE,en,My savings are gone. Everything costs more and my pay hasn't changed.,,-0.1689,negative,2
yt_012283,2026-03-14,بحران تنگه هرمز — توضیح کامل,India,Oil-Dependent,ACUTE,en,Small businesses closing left and right because they can't afford energy costs.,,-0.2057,negative,0
yt_012284,2026-03-14,How the Hormuz Blockade Affects India,India,Oil-Dependent,ACUTE,en,Our strategic petroleum reserve has about 90 days of supply left.,,0.0,neutral,1
yt_012285,2026-03-14,Energy Crisis 2026: The Full Story,India,Oil-Dependent,ACUTE,en,The Strait of Hormuz closure is a disaster for our country.,,-0.6249,negative,17
yt_012286,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,India,Oil-Dependent,ACUTE,en,Diplomatic channels opening up. There may be a resolution soon.,,0.0,neutral,2
yt_012287,2026-03-14,بحران انرژی ۲۰۲۶ — آخرین اخبار,India,Oil-Dependent,ACUTE,en,Lost my job because the factory can't afford fuel. Thanks geopolitics.,,-0.5727,negative,5
yt_012288,2026-03-14,Iran War Update: Day 14,India,Oil-Dependent,ACUTE,en,Watching the oil crisis unfold is terrifying. We depend on those imports.,,-0.8316,negative,1
yt_012289,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,India,Oil-Dependent,ACUTE,en,Following the Strait of Hormuz developments closely. Complicated situation.,,0.0,neutral,0
yt_012290,2026-03-14,Iran War Update: Day 14,India,Oil-Dependent,ACUTE,en,Interesting to see which countries prepared better for energy shocks.,,0.7184,positive,1
yt_012291,2026-03-14,Iran War Update: Day 14,India,Oil-Dependent,ACUTE,en,The naval operations in Hormuz are an unprecedented situation.,,0.0,neutral,16
yt_012292,2026-03-14,بحران انرژی ۲۰۲۶ — آخرین اخبار,India,Oil-Dependent,ACUTE,en,Carpooling apps seeing record downloads. People finding solutions together.,,0.1779,positive,1
yt_012293,2026-03-14,بحران انرژی ۲۰۲۶ — آخرین اخبار,India,Oil-Dependent,ACUTE,en,The naval operations in Hormuz are an unprecedented situation.,,0.0,neutral,0
yt_012294,2026-03-14,Oil Prices SURGE - What It Means For You,India,Oil-Dependent,ACUTE,en,Local businesses adapting well to the energy challenges. Impressed.,,0.765,positive,7
yt_012295,2026-03-14,بحران تنگه هرمز — توضیح کامل,India,Oil-Dependent,ACUTE,en,Our government has no plan for this energy crisis. We're suffering.,,-0.792,negative,43
yt_012296,2026-03-14,Will Gas Prices Ever Come Down?,India,Oil-Dependent,ACUTE,en,The crisis is accelerating our transition away from fossil fuels.,,-0.6249,negative,0
yt_012297,2026-03-14,How the Hormuz Blockade Affects India,India,Oil-Dependent,ACUTE,en,Interesting to see which countries prepared better for energy shocks.,,0.7184,positive,1
yt_012298,2026-03-14,بحران انرژی ۲۰۲۶ — آخرین اخبار,India,Oil-Dependent,ACUTE,en,International aid packages starting to arrive for worst-affected nations.,,0.0,neutral,1
yt_012299,2026-03-14,Strait of Hormuz Crisis Explained,India,Oil-Dependent,ACUTE,en,People are hoarding fuel. Fights breaking out at gas stations.,,-0.4019,negative,6
yt_012300,2026-03-14,How the Hormuz Blockade Affects India,India,Oil-Dependent,ACUTE,en,Reading about how different countries are handling the oil crisis.,,-0.6249,negative,0
yt_012301,2026-03-14,How the Hormuz Blockade Affects India,India,Oil-Dependent,ACUTE,en,Small businesses closing left and right because they can't afford energy costs.,,-0.2057,negative,25
yt_012302,2026-03-14,Iran War Update: Day 14,India,Oil-Dependent,ACUTE,en,My savings are gone. Everything costs more and my pay hasn't changed.,,-0.1689,negative,3
yt_012303,2026-03-14,بحران تنگه هرمز — توضیح کامل,India,Oil-Dependent,ACUTE,en,International aid packages starting to arrive for worst-affected nations.,,0.0,neutral,2
yt_012304,2026-03-14,بحران انرژی ۲۰۲۶ — آخرین اخبار,India,Oil-Dependent,ACUTE,en,My savings are gone. Everything costs more and my pay hasn't changed.,,-0.1689,negative,8
yt_012305,2026-03-14,بحران تنگه هرمز — توضیح کامل,India,Oil-Dependent,ACUTE,en,Government announced fuel subsidy to help citizens during the crisis.,,-0.34,negative,5
yt_012306,2026-03-14,Energy Crisis 2026: The Full Story,India,Oil-Dependent,ACUTE,en,Fuel lines everywhere. This is getting really scary.,,-0.5413,negative,6
yt_012307,2026-03-14,بحران تنگه هرمز — توضیح کامل,India,Oil-Dependent,ACUTE,en,Tracking fuel prices daily now. Still within our reserves capacity.,,0.0,neutral,21
yt_012308,2026-03-14,Oil Prices SURGE - What It Means For You,India,Oil-Dependent,ACUTE,en,Parents choosing between heating and eating. That's where we are now.,,0.0,neutral,1
yt_012309,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,India,Oil-Dependent,ACUTE,en,Electricity bills tripled this month. This is unsustainable.,,0.0,neutral,9
yt_012310,2026-03-14,Strait of Hormuz Crisis Explained,India,Oil-Dependent,ACUTE,en,Gas prices are absolutely insane right now. Can't even afford to commute anymore.,,-0.4576,negative,3
yt_012311,2026-03-14,Oil Prices SURGE - What It Means For You,India,Oil-Dependent,ACUTE,en,The energy situation is evolving. Hard to predict what happens next.,,0.1779,positive,112
yt_012312,2026-03-14,Will Gas Prices Ever Come Down?,India,Oil-Dependent,ACUTE,en,The IMF revised growth forecasts downward for oil-importing nations.,,0.3818,positive,0
yt_012313,2026-03-14,Will Gas Prices Ever Come Down?,India,Oil-Dependent,ACUTE,en,Food prices spiking because of transport costs. How are families supposed to cope?,,0.0,neutral,8
yt_012314,2026-03-14,بحران انرژی ۲۰۲۶ — آخرین اخبار,India,Oil-Dependent,ACUTE,en,Food prices spiking because of transport costs. How are families supposed to cope?,,0.0,neutral,4
yt_012315,2026-03-14,Energy Crisis 2026: The Full Story,India,Oil-Dependent,ACUTE,en,Our country's strategic reserves are holding up well despite the crisis.,,0.6591,positive,1
yt_012316,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,India,Oil-Dependent,ACUTE,en,Community coming together to share rides and reduce fuel consumption.,,0.296,positive,0
yt_012317,2026-03-14,How the Hormuz Blockade Affects India,India,Oil-Dependent,ACUTE,en,The geopolitical dynamics of the strait are complex.,,0.2732,positive,2
yt_012318,2026-03-14,Iran War Update: Day 14,India,Oil-Dependent,ACUTE,en,Gas prices are absolutely insane right now. Can't even afford to commute anymore.,,-0.4576,negative,6
yt_012319,2026-03-14,How the Hormuz Blockade Affects India,India,Oil-Dependent,ACUTE,en,"Another day, another price hike. When will this end?",,0.0,neutral,8
yt_012320,2026-03-14,Strait of Hormuz Crisis Explained,India,Oil-Dependent,ACUTE,en,Carpooling apps seeing record downloads. People finding solutions together.,,0.1779,positive,2
yt_012321,2026-03-14,Iran War Update: Day 14,India,Oil-Dependent,ACUTE,en,Interesting analysis of the Hormuz situation and oil flows.,,0.4019,positive,63
yt_012322,2026-03-14,Will Gas Prices Ever Come Down?,India,Oil-Dependent,ACUTE,en,People are hoarding fuel. Fights breaking out at gas stations.,,-0.4019,negative,3
yt_012323,2026-03-14,Iran War Update: Day 14,India,Oil-Dependent,ACUTE,en,The global oil disruption is hitting us harder than anyone admits.,,-0.0772,negative,1225
yt_012324,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,India,Oil-Dependent,ACUTE,en,Analysts are divided on how long this crisis will last.,,-0.7073,negative,46
yt_012325,2026-03-14,بحران انرژی ۲۰۲۶ — آخرین اخبار,India,Oil-Dependent,ACUTE,en,Food prices spiking because of transport costs. How are families supposed to cope?,,0.0,neutral,9
yt_012326,2026-03-14,Strait of Hormuz Crisis Explained,India,Oil-Dependent,ACUTE,en,OPEC meeting tomorrow to discuss production increases.,,0.0,neutral,13
yt_012327,2026-03-14,Will Gas Prices Ever Come Down?,India,Oil-Dependent,ACUTE,en,The oil blockade is going to wreck everything. Prices already doubled.,,-0.4404,negative,25
yt_012328,2026-03-14,بحران انرژی ۲۰۲۶ — آخرین اخبار,India,Oil-Dependent,ACUTE,en,Oil prices up again. Markets adjusting to the new reality.,,0.0,neutral,11
yt_012329,2026-03-14,How the Hormuz Blockade Affects India,India,Oil-Dependent,ACUTE,en,The geopolitical dynamics of the strait are complex.,,0.2732,positive,0
yt_012330,2026-03-14,Will Gas Prices Ever Come Down?,India,Oil-Dependent,ACUTE,en,The geopolitical dynamics of the strait are complex.,,0.2732,positive,5
yt_012331,2026-03-14,Energy Crisis 2026: The Full Story,India,Oil-Dependent,ACUTE,en,Oil prices dropped slightly today. Maybe the worst is behind us.,,-0.6249,negative,1
yt_012332,2026-03-14,Strait of Hormuz Crisis Explained,India,Oil-Dependent,ACUTE,en,Our energy independence strategy is paying off during this crisis.,,-0.5824,negative,1
yt_012333,2026-03-14,افزایش قیمت نفت — تاثیر بر زندگی مردم,India,Oil-Dependent,ACUTE,en,Fuel lines everywhere. This is getting really scary.,,-0.5413,negative,12
yt_012334,2026-03-14,بحران انرژی ۲۰۲۶ — آخرین اخبار,India,Oil-Dependent,ACUTE,en,Lost my job because the factory can't afford fuel. Thanks geopolitics.,,-0.5727,negative,4
yt_012335,2026-03-14,بحران انرژی ۲۰۲۶ — آخرین اخبار,India,Oil-Dependent,ACUTE,en,Lost my job because the factory can't afford fuel. Thanks geopolitics.,,-0.5727,negative,3
yt_012336,2026-03-14,Energy Crisis 2026: The Full Story,India,Oil-Dependent,ACUTE,en,Tracking fuel prices daily now. Still within our reserves capacity.,,0.0,neutral,7
yt_012337,2026-03-14,Iran War Update: Day 14,India,Oil-Dependent,ACUTE,en,Food prices spiking because of transport costs. How are families supposed to cope?,,0.0,neutral,0
yt_012338,2026-03-14,Iran War Update: Day 14,India,Oil-Dependent,ACUTE,en,I've never felt this anxious about the future. The crisis feels endless.,,-0.7469,negative,6
yt_012339,2026-03-14,Iran War Update: Day 14,India,Oil-Dependent,ACUTE,en,Gas prices are absolutely insane right now. Can't even afford to commute anymore.,,-0.4576,negative,1
yt_012340,2026-03-14,Strait of Hormuz Crisis Explained,India,Oil-Dependent,ACUTE,en,This Hormuz crisis is destroying our economy. People are panicking.,,-0.891,negative,3
yt_012341,2026-03-14,Will Gas Prices Ever Come Down?,India,Oil-Dependent,ACUTE,en,New wind farm just came online. Every bit of alternative energy helps.,,0.5719,positive,3
yt_012342,2026-03-14,How the Hormuz Blockade Affects India,India,Oil-Dependent,ACUTE,en,Tracking fuel prices daily now. Still within our reserves capacity.,,0.0,neutral,3
