article_id,date,source,country,group,phase,language,gdelt_tone,gdelt_positive_score,gdelt_negative_score,num_mentions,num_sources
gdelt_001426,2026-03-08,NDTV,India,Oil-Dependent,ACUTE,en,-2.49,0.0,5.22,10,4
gdelt_001427,2026-03-08,Rappler,Philippines,Oil-Dependent,ACUTE,en,-7.39,0.0,8.27,29,11
gdelt_001428,2026-03-08,Rappler,Philippines,Oil-Dependent,ACUTE,en,-2.97,0.0,3.78,6,6
gdelt_001429,2026-03-08,Manila Bulletin,Philippines,Oil-Dependent,ACUTE,en,-1.88,0.0,4.23,49,1
gdelt_001430,2026-03-08,Rappler,Philippines,Oil-Dependent,ACUTE,en,-2.39,0.0,3.54,38,15
gdelt_001431,2026-03-08,Philippine Star,Philippines,Oil-Dependent,ACUTE,en,-5.15,0.0,5.75,21,5
gdelt_001432,2026-03-08,Rappler,Philippines,Oil-Dependent,ACUTE,en,-5.53,0.0,5.74,25,11
gdelt_001433,2026-03-08,Manila Bulletin,Philippines,Oil-Dependent,ACUTE,en,-3.89,0.0,4.68,38,7
gdelt_001434,2026-03-08,Geo News,Pakistan,Oil-Dependent,ACUTE,en,-2.67,0.0,4.46,10,9
gdelt_001435,2026-03-08,Geo News,Pakistan,Oil-Dependent,ACUTE,en,-6.7,0.0,8.34,50,11
gdelt_001436,2026-03-08,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-8.07,0.0,9.07,48,5
gdelt_001437,2026-03-08,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-4.4,0.0,5.1,10,3
gdelt_001438,2026-03-08,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-2.31,0.31,3.41,12,15
gdelt_001439,2026-03-08,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-5.31,0.0,8.07,7,10
gdelt_001440,2026-03-08,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-3.26,0.0,4.18,50,3
gdelt_001441,2026-03-08,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-8.96,0.0,10.24,40,6
gdelt_001442,2026-03-08,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-8.18,0.0,8.87,6,2
gdelt_001443,2026-03-08,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-3.97,0.0,4.41,50,12
gdelt_001444,2026-03-08,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-0.98,1.55,1.05,29,11
gdelt_001445,2026-03-08,Aftenposten,Norway,Oil-Independent,ACUTE,en,-1.3,0.0,2.24,14,6
gdelt_001446,2026-03-08,NRK,Norway,Oil-Independent,ACUTE,en,-4.15,0.0,4.49,40,11
gdelt_001447,2026-03-08,Aftenposten,Norway,Oil-Independent,ACUTE,en,-3.79,0.0,6.66,6,1
gdelt_001448,2026-03-08,CBC,Canada,Oil-Independent,ACUTE,en,-4.44,0.0,4.92,16,5
gdelt_001449,2026-03-08,Globe and Mail,Canada,Oil-Independent,ACUTE,en,1.71,2.32,0.8,35,7
gdelt_001450,2026-03-08,CBC,Canada,Oil-Independent,ACUTE,en,-3.02,0.0,5.96,46,12
gdelt_001451,2026-03-08,National Post,Canada,Oil-Independent,ACUTE,en,0.65,0.66,0.0,47,12
gdelt_001452,2026-03-08,Globe and Mail,Canada,Oil-Independent,ACUTE,en,-3.25,0.0,6.13,40,10
gdelt_001453,2026-03-08,National Post,Canada,Oil-Independent,ACUTE,en,-7.74,0.0,9.81,38,5
gdelt_001454,2026-03-08,CBC,Canada,Oil-Independent,ACUTE,en,-5.89,0.0,8.71,24,11
gdelt_001455,2026-03-08,Fox News,USA,Oil-Independent,ACUTE,en,-2.6,0.0,5.01,37,15
gdelt_001456,2026-03-08,Fox News,USA,Oil-Independent,ACUTE,en,-4.32,0.0,7.3,26,2
gdelt_001457,2026-03-08,Reuters,USA,Oil-Independent,ACUTE,en,-3.67,0.0,5.73,35,6
gdelt_001458,2026-03-08,AP News,USA,Oil-Independent,ACUTE,en,0.38,1.46,2.32,4,9
gdelt_001459,2026-03-08,Reuters,USA,Oil-Independent,ACUTE,en,-5.27,0.0,7.48,18,14
gdelt_001460,2026-03-08,CNN,USA,Oil-Independent,ACUTE,en,-2.59,0.0,5.19,37,7
gdelt_001461,2026-03-08,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-3.85,0.0,5.49,8,14
gdelt_001462,2026-03-08,O Globo,Brazil,Oil-Independent,ACUTE,en,-2.47,0.0,3.05,29,3
gdelt_001463,2026-03-08,O Globo,Brazil,Oil-Independent,ACUTE,en,-5.04,0.0,7.18,38,9
gdelt_001464,2026-03-08,O Globo,Brazil,Oil-Independent,ACUTE,en,1.82,3.32,0.31,3,3
gdelt_001465,2026-03-08,ABC Australia,Australia,Oil-Independent,ACUTE,en,-4.36,0.0,6.42,2,6
gdelt_001466,2026-03-08,Sydney Morning Herald,Australia,Oil-Independent,ACUTE,en,-0.56,1.18,1.36,24,7
gdelt_001467,2026-03-08,ABC Australia,Australia,Oil-Independent,ACUTE,en,-0.51,0.25,0.82,12,13
gdelt_001468,2026-03-08,Sydney Morning Herald,Australia,Oil-Independent,ACUTE,en,-0.7,0.0,1.36,2,15
gdelt_001469,2026-03-08,ABC Australia,Australia,Oil-Independent,ACUTE,en,-4.2,0.0,6.38,34,14
gdelt_001470,2026-03-08,ABC Australia,Australia,Oil-Independent,ACUTE,en,-1.42,0.23,4.34,9,8
gdelt_001471,2026-03-08,Sydney Morning Herald,Australia,Oil-Independent,ACUTE,en,-3.13,0.0,5.98,20,4
gdelt_001472,2026-03-08,The Guardian,UK,Oil-Independent,ACUTE,en,-1.25,0.0,3.79,22,8
gdelt_001473,2026-03-08,The Guardian,UK,Oil-Independent,ACUTE,en,-2.08,0.0,2.53,19,9
gdelt_001474,2026-03-08,BBC,UK,Oil-Independent,ACUTE,en,-2.69,0.0,4.29,29,2
gdelt_001475,2026-03-08,BBC,UK,Oil-Independent,ACUTE,en,-0.74,0.86,1.25,45,8
gdelt_001476,2026-03-08,Tasnim,Iran,Conflict-Zone,ACUTE,fa,-4.17,0.0,4.24,27,13
gdelt_001477,2026-03-08,IRNA,Iran,Conflict-Zone,ACUTE,fa,-6.27,0.0,9.23,29,4
gdelt_001478,2026-03-08,Press TV,Iran,Conflict-Zone,ACUTE,fa,-2.48,0.0,5.17,9,7
gdelt_001479,2026-03-08,IRNA,Iran,Conflict-Zone,ACUTE,fa,-9.4,0.0,10.94,32,2
gdelt_001480,2026-03-08,Tehran Times,Iran,Conflict-Zone,ACUTE,fa,-6.28,0.0,6.86,25,13
gdelt_001481,2026-03-08,Press TV,Iran,Conflict-Zone,ACUTE,fa,-3.15,0.0,5.79,9,15
gdelt_001482,2026-03-08,Tasnim,Iran,Conflict-Zone,ACUTE,fa,-5.84,0.0,8.68,39,11
gdelt_001483,2026-03-08,Tasnim,Iran,Conflict-Zone,ACUTE,fa,-3.7,0.0,5.29,49,13
gdelt_001484,2026-03-08,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-2.91,0.0,4.06,32,9
gdelt_001485,2026-03-08,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-0.63,1.43,2.24,24,12
gdelt_001486,2026-03-08,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-4.9,0.0,6.91,33,6
gdelt_001487,2026-03-09,NHK World,Japan,Oil-Dependent,ACUTE,en,-6.76,0.0,8.69,26,13
gdelt_001488,2026-03-09,Nikkei Asia,Japan,Oil-Dependent,ACUTE,en,-5.56,0.0,7.41,42,7
gdelt_001489,2026-03-09,Nikkei Asia,Japan,Oil-Dependent,ACUTE,en,-1.61,1.2,2.23,31,1
gdelt_001490,2026-03-09,The Hindu,India,Oil-Dependent,ACUTE,en,-5.48,0.0,5.64,10,6
gdelt_001491,2026-03-09,NDTV,India,Oil-Dependent,ACUTE,en,-5.59,0.0,6.61,7,14
gdelt_001492,2026-03-09,NDTV,India,Oil-Dependent,ACUTE,en,-3.16,0.0,3.67,11,6
gdelt_001493,2026-03-09,The Hindu,India,Oil-Dependent,ACUTE,en,-4.85,0.0,6.48,47,15
gdelt_001494,2026-03-09,Rappler,Philippines,Oil-Dependent,ACUTE,en,-4.7,0.0,6.16,42,4
gdelt_001495,2026-03-09,Rappler,Philippines,Oil-Dependent,ACUTE,en,-3.92,0.0,4.71,18,4
gdelt_001496,2026-03-09,Philippine Star,Philippines,Oil-Dependent,ACUTE,en,-4.92,0.0,6.94,18,9
gdelt_001497,2026-03-09,Philippine Star,Philippines,Oil-Dependent,ACUTE,en,-4.42,0.0,5.72,27,10
gdelt_001498,2026-03-09,Rappler,Philippines,Oil-Dependent,ACUTE,en,-7.99,0.0,10.27,30,15
gdelt_001499,2026-03-09,Philippine Star,Philippines,Oil-Dependent,ACUTE,en,-3.48,0.0,5.73,8,11
gdelt_001500,2026-03-09,Rappler,Philippines,Oil-Dependent,ACUTE,en,-3.79,0.0,5.82,15,14
gdelt_001501,2026-03-09,Philippine Star,Philippines,Oil-Dependent,ACUTE,en,-7.33,0.0,9.75,30,10
gdelt_001502,2026-03-09,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-1.97,0.06,4.22,45,6
gdelt_001503,2026-03-09,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-6.19,0.0,8.34,48,13
gdelt_001504,2026-03-09,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-5.46,0.0,5.48,32,10
gdelt_001505,2026-03-09,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-0.99,1.07,2.31,33,12
gdelt_001506,2026-03-09,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-5.74,0.0,6.25,17,7
gdelt_001507,2026-03-09,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-4.93,0.0,4.93,26,15
gdelt_001508,2026-03-09,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-0.28,1.61,1.23,36,6
gdelt_001509,2026-03-09,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-7.91,0.0,10.23,39,8
gdelt_001510,2026-03-09,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-3.9,0.0,5.17,2,13
gdelt_001511,2026-03-09,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-6.11,0.0,8.59,31,12
gdelt_001512,2026-03-09,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-3.27,0.0,5.19,18,8
gdelt_001513,2026-03-09,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-3.73,0.0,4.99,8,14
gdelt_001514,2026-03-09,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-5.89,0.0,6.55,42,15
gdelt_001515,2026-03-09,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-3.88,0.0,5.75,31,13
gdelt_001516,2026-03-09,NRK,Norway,Oil-Independent,ACUTE,en,-0.63,2.36,3.21,43,14
gdelt_001517,2026-03-09,NRK,Norway,Oil-Independent,ACUTE,en,-4.13,0.0,6.99,46,15
gdelt_001518,2026-03-09,VG,Norway,Oil-Independent,ACUTE,en,-5.7,0.0,8.64,48,6
gdelt_001519,2026-03-09,Aftenposten,Norway,Oil-Independent,ACUTE,en,-5.07,0.0,7.08,43,7
gdelt_001520,2026-03-09,VG,Norway,Oil-Independent,ACUTE,en,-2.98,0.0,3.47,22,8
gdelt_001521,2026-03-09,Aftenposten,Norway,Oil-Independent,ACUTE,en,-2.08,0.0,2.96,14,3
gdelt_001522,2026-03-09,VG,Norway,Oil-Independent,ACUTE,en,-3.45,0.0,4.24,2,11
gdelt_001523,2026-03-09,Aftenposten,Norway,Oil-Independent,ACUTE,en,-4.85,0.0,6.9,37,12
gdelt_001524,2026-03-09,Globe and Mail,Canada,Oil-Independent,ACUTE,en,-2.68,0.0,4.96,49,3
gdelt_001525,2026-03-09,National Post,Canada,Oil-Independent,ACUTE,en,-2.97,0.0,5.14,26,5
gdelt_001526,2026-03-09,CBC,Canada,Oil-Independent,ACUTE,en,-3.0,0.0,4.51,5,2
gdelt_001527,2026-03-09,Globe and Mail,Canada,Oil-Independent,ACUTE,en,-3.91,0.0,4.82,42,4
gdelt_001528,2026-03-09,Globe and Mail,Canada,Oil-Independent,ACUTE,en,-0.02,1.91,2.54,38,14
gdelt_001529,2026-03-09,NYT,USA,Oil-Independent,ACUTE,en,-1.7,0.0,3.33,9,7
gdelt_001530,2026-03-09,Fox News,USA,Oil-Independent,ACUTE,en,-3.07,0.0,3.64,32,13
gdelt_001531,2026-03-09,CNN,USA,Oil-Independent,ACUTE,en,-0.54,0.01,1.65,8,3
gdelt_001532,2026-03-09,CNN,USA,Oil-Independent,ACUTE,en,-2.7,0.0,2.93,10,5
gdelt_001533,2026-03-09,Reuters,USA,Oil-Independent,ACUTE,en,-1.66,1.22,2.47,31,9
gdelt_001534,2026-03-09,AP News,USA,Oil-Independent,ACUTE,en,-1.8,1.01,2.82,48,15
gdelt_001535,2026-03-09,AP News,USA,Oil-Independent,ACUTE,en,-1.29,1.51,2.31,2,9
gdelt_001536,2026-03-09,CNN,USA,Oil-Independent,ACUTE,en,-5.58,0.0,5.86,46,8
gdelt_001537,2026-03-09,O Globo,Brazil,Oil-Independent,ACUTE,en,-0.55,1.6,2.66,37,1
gdelt_001538,2026-03-09,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-7.96,0.0,10.27,20,14
gdelt_001539,2026-03-09,O Globo,Brazil,Oil-Independent,ACUTE,en,-3.48,0.0,6.26,45,15
gdelt_001540,2026-03-09,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-0.89,1.04,1.09,46,9
gdelt_001541,2026-03-09,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-2.05,0.0,2.52,5,12
gdelt_001542,2026-03-09,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-4.03,0.0,5.3,41,8
gdelt_001543,2026-03-09,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-2.35,0.0,5.12,12,4
gdelt_001544,2026-03-09,Sydney Morning Herald,Australia,Oil-Independent,ACUTE,en,-3.58,0.0,3.61,3,12
gdelt_001545,2026-03-09,Sydney Morning Herald,Australia,Oil-Independent,ACUTE,en,0.26,0.73,0.36,23,4
gdelt_001546,2026-03-09,ABC Australia,Australia,Oil-Independent,ACUTE,en,-2.36,0.0,2.5,46,3
gdelt_001547,2026-03-09,Sydney Morning Herald,Australia,Oil-Independent,ACUTE,en,-5.01,0.0,5.55,10,7
gdelt_001548,2026-03-09,Sky News,UK,Oil-Independent,ACUTE,en,-1.11,1.39,3.58,30,6
gdelt_001549,2026-03-09,The Guardian,UK,Oil-Independent,ACUTE,en,-4.74,0.0,4.93,31,14
gdelt_001550,2026-03-09,The Guardian,UK,Oil-Independent,ACUTE,en,1.28,2.69,0.28,46,12
gdelt_001551,2026-03-09,Sky News,UK,Oil-Independent,ACUTE,en,1.05,1.24,0.0,41,8
gdelt_001552,2026-03-09,The Guardian,UK,Oil-Independent,ACUTE,en,-2.52,0.0,2.54,17,9
gdelt_001553,2026-03-09,IRNA,Iran,Conflict-Zone,ACUTE,fa,-9.03,0.0,10.26,2,3
gdelt_001554,2026-03-09,Tehran Times,Iran,Conflict-Zone,ACUTE,fa,-4.95,0.0,6.11,41,15
gdelt_001555,2026-03-09,Tasnim,Iran,Conflict-Zone,ACUTE,fa,-6.82,0.0,8.56,15,9
gdelt_001556,2026-03-09,Tehran Times,Iran,Conflict-Zone,ACUTE,fa,-6.93,0.0,7.55,2,7
gdelt_001557,2026-03-09,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-8.49,0.0,10.9,29,14
gdelt_001558,2026-03-09,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-6.87,0.0,9.65,42,6
gdelt_001559,2026-03-09,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-5.6,0.0,7.55,4,13
gdelt_001560,2026-03-10,NHK World,Japan,Oil-Dependent,ACUTE,en,-4.25,0.0,4.97,12,12
gdelt_001561,2026-03-10,NHK World,Japan,Oil-Dependent,ACUTE,en,-1.59,0.31,3.68,1,13
gdelt_001562,2026-03-10,NHK World,Japan,Oil-Dependent,ACUTE,en,-4.49,0.0,5.34,16,14
gdelt_001563,2026-03-10,Times of India,India,Oil-Dependent,ACUTE,en,-5.98,0.0,8.17,45,4
gdelt_001564,2026-03-10,The Hindu,India,Oil-Dependent,ACUTE,en,-4.59,0.0,6.39,8,7
gdelt_001565,2026-03-10,NDTV,India,Oil-Dependent,ACUTE,en,-5.94,0.0,7.79,16,2
gdelt_001566,2026-03-10,The Hindu,India,Oil-Dependent,ACUTE,en,-2.07,0.0,2.58,50,5
gdelt_001567,2026-03-10,The Hindu,India,Oil-Dependent,ACUTE,en,-4.93,0.0,5.74,47,6
gdelt_001568,2026-03-10,The Hindu,India,Oil-Dependent,ACUTE,en,-6.67,0.0,9.36,48,3
gdelt_001569,2026-03-10,NDTV,India,Oil-Dependent,ACUTE,en,-4.87,0.0,5.96,44,5
gdelt_001570,2026-03-10,Manila Bulletin,Philippines,Oil-Dependent,ACUTE,en,-4.47,0.0,5.54,26,4
gdelt_001571,2026-03-10,Manila Bulletin,Philippines,Oil-Dependent,ACUTE,en,-3.94,0.0,5.77,16,5
gdelt_001572,2026-03-10,Manila Bulletin,Philippines,Oil-Dependent,ACUTE,en,-1.66,0.0,4.29,36,7
gdelt_001573,2026-03-10,Rappler,Philippines,Oil-Dependent,ACUTE,en,-3.83,0.0,5.56,9,3
gdelt_001574,2026-03-10,Manila Bulletin,Philippines,Oil-Dependent,ACUTE,en,-6.64,0.0,6.73,14,13
gdelt_001575,2026-03-10,Rappler,Philippines,Oil-Dependent,ACUTE,en,-6.11,0.0,6.27,43,11
gdelt_001576,2026-03-10,Philippine Star,Philippines,Oil-Dependent,ACUTE,en,-5.66,0.0,7.11,42,5
gdelt_001577,2026-03-10,Geo News,Pakistan,Oil-Dependent,ACUTE,en,-4.56,0.0,6.08,45,3
gdelt_001578,2026-03-10,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-3.96,0.0,5.09,16,15
gdelt_001579,2026-03-10,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-3.46,0.0,4.08,30,3
gdelt_001580,2026-03-10,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-3.27,0.0,4.79,25,8
gdelt_001581,2026-03-10,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-3.44,0.0,5.37,32,10
gdelt_001582,2026-03-10,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-4.51,0.0,6.24,30,12
gdelt_001583,2026-03-10,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-4.91,0.0,6.49,31,14
gdelt_001584,2026-03-10,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-6.53,0.0,6.71,36,14
gdelt_001585,2026-03-10,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-4.03,0.0,6.58,12,12
gdelt_001586,2026-03-10,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-4.74,0.0,5.62,36,1
gdelt_001587,2026-03-10,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-5.0,0.0,7.83,7,2
gdelt_001588,2026-03-10,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-4.4,0.0,6.59,5,4
gdelt_001589,2026-03-10,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-2.74,0.0,2.92,34,9
gdelt_001590,2026-03-10,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-5.44,0.0,7.38,34,12
gdelt_001591,2026-03-10,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-4.19,0.0,5.64,9,2
gdelt_001592,2026-03-10,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-1.5,0.66,1.67,15,11
gdelt_001593,2026-03-10,VG,Norway,Oil-Independent,ACUTE,en,-0.09,2.57,0.25,44,7
gdelt_001594,2026-03-10,Aftenposten,Norway,Oil-Independent,ACUTE,en,0.36,2.53,2.16,39,10
gdelt_001595,2026-03-10,NRK,Norway,Oil-Independent,ACUTE,en,-5.2,0.0,7.56,4,8
gdelt_001596,2026-03-10,VG,Norway,Oil-Independent,ACUTE,en,-4.63,0.0,4.88,17,9
gdelt_001597,2026-03-10,Aftenposten,Norway,Oil-Independent,ACUTE,en,-1.02,0.0,3.91,48,7
gdelt_001598,2026-03-10,VG,Norway,Oil-Independent,ACUTE,en,-0.7,0.23,2.47,38,7
gdelt_001599,2026-03-10,NRK,Norway,Oil-Independent,ACUTE,en,-0.05,2.62,0.97,7,3
gdelt_001600,2026-03-10,Aftenposten,Norway,Oil-Independent,ACUTE,en,-4.03,0.0,5.07,46,2
gdelt_001601,2026-03-10,Globe and Mail,Canada,Oil-Independent,ACUTE,en,-0.37,1.01,2.85,2,14
gdelt_001602,2026-03-10,CBC,Canada,Oil-Independent,ACUTE,en,-5.5,0.0,6.21,19,13
gdelt_001603,2026-03-10,CBC,Canada,Oil-Independent,ACUTE,en,-4.26,0.0,6.21,47,2
gdelt_001604,2026-03-10,CNN,USA,Oil-Independent,ACUTE,en,-3.21,0.0,5.92,12,2
gdelt_001605,2026-03-10,AP News,USA,Oil-Independent,ACUTE,en,-0.19,2.72,1.8,49,15
gdelt_001606,2026-03-10,AP News,USA,Oil-Independent,ACUTE,en,0.11,2.4,2.29,6,8
gdelt_001607,2026-03-10,O Globo,Brazil,Oil-Independent,ACUTE,en,-1.07,0.0,3.08,50,1
gdelt_001608,2026-03-10,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-0.71,0.17,1.66,8,12
gdelt_001609,2026-03-10,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-4.94,0.0,6.6,45,10
gdelt_001610,2026-03-10,O Globo,Brazil,Oil-Independent,ACUTE,en,-2.32,0.0,2.41,4,8
gdelt_001611,2026-03-10,O Globo,Brazil,Oil-Independent,ACUTE,en,-2.59,0.0,5.57,23,4
gdelt_001612,2026-03-10,O Globo,Brazil,Oil-Independent,ACUTE,en,-2.08,0.0,3.01,17,7
gdelt_001613,2026-03-10,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-2.5,0.0,5.15,15,4
gdelt_001614,2026-03-10,O Globo,Brazil,Oil-Independent,ACUTE,en,-4.29,0.0,4.43,3,5
gdelt_001615,2026-03-10,ABC Australia,Australia,Oil-Independent,ACUTE,en,-0.17,1.47,2.72,10,6
gdelt_001616,2026-03-10,Sydney Morning Herald,Australia,Oil-Independent,ACUTE,en,-3.69,0.0,3.76,42,10
gdelt_001617,2026-03-10,Sydney Morning Herald,Australia,Oil-Independent,ACUTE,en,0.12,3.04,0.43,29,5
gdelt_001618,2026-03-10,Sydney Morning Herald,Australia,Oil-Independent,ACUTE,en,-5.12,0.0,8.02,22,4
gdelt_001619,2026-03-10,ABC Australia,Australia,Oil-Independent,ACUTE,en,-4.58,0.0,6.77,18,2
gdelt_001620,2026-03-10,ABC Australia,Australia,Oil-Independent,ACUTE,en,-2.32,0.0,4.12,19,7
gdelt_001621,2026-03-10,ABC Australia,Australia,Oil-Independent,ACUTE,en,-0.64,1.49,1.72,7,11
gdelt_001622,2026-03-10,ABC Australia,Australia,Oil-Independent,ACUTE,en,-1.46,1.02,1.76,45,5
gdelt_001623,2026-03-10,Financial Times,UK,Oil-Independent,ACUTE,en,-0.21,2.62,2.44,41,11
gdelt_001624,2026-03-10,Financial Times,UK,Oil-Independent,ACUTE,en,-4.76,0.0,7.03,8,1
gdelt_001625,2026-03-10,Sky News,UK,Oil-Independent,ACUTE,en,-2.81,0.0,4.61,18,7
gdelt_001626,2026-03-10,IRNA,Iran,Conflict-Zone,ACUTE,fa,-2.13,0.0,4.76,20,2
gdelt_001627,2026-03-10,Fars News,Iran,Conflict-Zone,ACUTE,fa,-2.85,0.0,3.8,21,15
gdelt_001628,2026-03-10,Tasnim,Iran,Conflict-Zone,ACUTE,fa,-6.94,0.0,8.43,5,7
gdelt_001629,2026-03-10,IRNA,Iran,Conflict-Zone,ACUTE,fa,-9.79,0.0,12.08,30,10
gdelt_001630,2026-03-10,Press TV,Iran,Conflict-Zone,ACUTE,fa,-6.47,0.0,8.09,50,1
gdelt_001631,2026-03-10,Fars News,Iran,Conflict-Zone,ACUTE,fa,-6.79,0.0,7.33,6,6
gdelt_001632,2026-03-10,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-7.31,0.0,9.15,37,8
gdelt_001633,2026-03-10,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-5.28,0.0,5.55,27,13
gdelt_001634,2026-03-10,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-4.94,0.0,5.37,2,14
gdelt_001635,2026-03-11,NHK World,Japan,Oil-Dependent,ACUTE,en,-7.65,0.0,10.02,29,8
gdelt_001636,2026-03-11,Japan Times,Japan,Oil-Dependent,ACUTE,en,-3.16,0.0,4.83,14,6
gdelt_001637,2026-03-11,NHK World,Japan,Oil-Dependent,ACUTE,en,-5.85,0.0,8.73,40,7
gdelt_001638,2026-03-11,Japan Times,Japan,Oil-Dependent,ACUTE,en,-4.49,0.0,7.02,8,1
gdelt_001639,2026-03-11,NDTV,India,Oil-Dependent,ACUTE,en,-0.2,2.25,3.07,13,14
gdelt_001640,2026-03-11,NDTV,India,Oil-Dependent,ACUTE,en,-2.4,0.0,3.11,40,10
gdelt_001641,2026-03-11,Times of India,India,Oil-Dependent,ACUTE,en,-6.52,0.0,6.94,48,8
gdelt_001642,2026-03-11,NDTV,India,Oil-Dependent,ACUTE,en,-3.19,0.0,4.62,47,7
gdelt_001643,2026-03-11,Rappler,Philippines,Oil-Dependent,ACUTE,en,-7.07,0.0,7.99,19,7
gdelt_001644,2026-03-11,Rappler,Philippines,Oil-Dependent,ACUTE,en,-2.37,0.27,3.51,41,3
gdelt_001645,2026-03-11,Rappler,Philippines,Oil-Dependent,ACUTE,en,-9.85,0.0,12.72,45,2
gdelt_001646,2026-03-11,Rappler,Philippines,Oil-Dependent,ACUTE,en,-3.17,0.0,4.87,3,9
gdelt_001647,2026-03-11,Geo News,Pakistan,Oil-Dependent,ACUTE,en,-1.68,0.43,4.23,20,3
gdelt_001648,2026-03-11,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-6.57,0.0,6.84,42,7
gdelt_001649,2026-03-11,Geo News,Pakistan,Oil-Dependent,ACUTE,en,-7.0,0.0,8.79,10,11
gdelt_001650,2026-03-11,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-2.15,0.1,3.66,18,11
gdelt_001651,2026-03-11,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-8.05,0.0,9.32,21,14
gdelt_001652,2026-03-11,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-5.42,0.0,6.8,32,1
gdelt_001653,2026-03-11,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-4.66,0.0,5.68,8,8
gdelt_001654,2026-03-11,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-4.56,0.0,5.08,14,9
gdelt_001655,2026-03-11,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-7.78,0.0,9.65,28,6
gdelt_001656,2026-03-11,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-5.67,0.0,8.28,8,8
gdelt_001657,2026-03-11,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-2.83,0.0,5.44,40,12
gdelt_001658,2026-03-11,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-7.4,0.0,9.1,33,6
gdelt_001659,2026-03-11,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-5.34,0.0,7.7,37,12
